timestamp,deployment_mode,rps_target,rps_actual,latency_ms,is_cold_start,status_code,error
1787722067.1044958,serverless,1.0,1.0,78.208,False,200,
1787722068.1044958,serverless,1.0,1.0,45.354,False,200,
1787722069.1044958,serverless,1.0,1.0,67.517,False,200,
1787722070.1044958,serverless,1.0,1.0,50.178,False,200,
1787722071.1044958,serverless,1.0,1.0,58.175,False,200,
1787722072.1044958,serverless,1.0,1.0,42.242,False,200,
1787722073.1044958,serverless,1.0,1.0,65.379,False,200,
1787722074.1044958,serverless,1.0,1.0,46.656,False,200,
1787722075.1044958,serverless,1.0,1.0,63.734,False,200,
1787722076.1044958,serverless,1.0,1.0,39.768,False,200,
1787722077.1044958,serverless,1.0,1.0,46.429,False,200,
1787722078.1044958,serverless,1.0,1.0,65.468,False,200,
1787722079.1044958,serverless,1.0,1.0,49.521,False,200,
1787722080.1044958,serverless,1.0,1.0,39.298,False,200,
1787722081.1044958,serverless,1.0,1.0,41.609,False,200,
1787722082.1044958,serverless,1.0,1.0,57.808,False,200,
1787722083.1044958,serverless,1.0,1.0,39.963,False,200,
1787722084.1044958,serverless,1.0,1.0,67.518,False,200,
1787722085.1044958,serverless,1.0,1.0,48.093,False,200,
1787722086.1044958,serverless,1.0,1.0,45.094,False,200,
1787722087.1044958,serverless,1.0,1.0,77.783,False,200,
1787722088.1044958,serverless,1.0,1.0,41.34,False,200,
1787722089.1044958,serverless,1.0,1.0,1220.874,True,200,
1787722090.1044958,serverless,1.0,1.0,46.715,False,200,
1787722091.1044958,serverless,1.0,1.0,45.428,False,200,
1787722092.1044958,serverless,1.0,1.0,50.53,False,200,
1787722093.1044958,serverless,1.0,1.0,49.334,False,200,
1787722094.1044958,serverless,1.0,1.0,44.961,False,200,
1787722095.1044958,serverless,1.0,1.0,43.625,False,200,
1787722096.1044958,serverless,1.0,1.0,42.757,False,200,
1787722097.1044958,serverless,1.0,1.0,1388.018,True,200,
1787722098.1044958,serverless,1.0,1.0,1290.421,True,200,
1787722099.1044958,serverless,1.0,1.0,44.78,False,200,
1787722100.1044958,serverless,1.0,1.0,42.462,False,200,
1787722101.1044958,serverless,1.0,1.0,38.583,False,200,
1787722102.1044958,serverless,1.0,1.0,50.703,False,200,
1787722103.1044958,serverless,1.0,1.0,68.979,False,200,
1787722104.1044958,serverless,1.0,1.0,29.499,False,200,
1787722105.1044958,serverless,1.0,1.0,49.361,False,200,
1787722106.1044958,serverless,1.0,1.0,48.55,False,200,
1787722107.1044958,serverless,1.0,1.0,47.429,False,200,
1787722108.1044958,serverless,1.0,1.0,53.21,False,200,
1787722109.1044958,serverless,1.0,1.0,55.338,False,200,
1787722110.1044958,serverless,1.0,1.0,33.719,False,200,
1787722111.1044958,serverless,1.0,1.0,45.059,False,200,
1787722112.1044958,serverless,1.0,1.0,38.886,False,200,
1787722113.1044958,serverless,1.0,1.0,49.611,False,200,
1787722114.1044958,serverless,1.0,1.0,44.416,False,200,
1787722115.1044958,serverless,1.0,1.0,1008.069,True,200,
1787722116.1044958,serverless,1.0,1.0,1610.515,True,200,
1787722117.1044958,serverless,1.0,1.0,47.924,False,200,
1787722118.1044958,serverless,1.0,1.0,44.508,False,200,
1787722119.1044958,serverless,1.0,1.0,41.859,False,200,
1787722120.1044958,serverless,1.0,1.0,897.844,True,200,
1787722121.1044958,serverless,1.0,1.0,59.557,False,200,
1787722122.1044958,serverless,1.0,1.0,43.188,False,200,
1787722123.1044958,serverless,1.0,1.0,43.726,False,200,
1787722124.1044958,serverless,1.0,1.0,60.333,False,200,
1787722125.1044958,serverless,1.0,1.0,46.886,False,200,
1787722126.1044958,serverless,1.0,1.0,62.742,False,200,
1787722127.1044958,serverless,1.0,1.0,984.139,True,200,
1787722128.1044958,serverless,1.0,1.0,51.96,False,200,
1787722129.1044958,serverless,1.0,1.0,63.812,False,200,
1787722130.1044958,serverless,1.0,1.0,49.599,False,200,
1787722131.1044958,serverless,1.0,1.0,869.577,True,200,
1787722132.1044958,serverless,1.0,1.0,47.8,False,200,
1787722133.1044958,serverless,1.0,1.0,43.756,False,200,
1787722134.1044958,serverless,1.0,1.0,1024.412,True,200,
1787722135.1044958,serverless,1.0,1.0,42.916,False,200,
1787722136.1044958,serverless,1.0,1.0,65.418,False,200,
1787722137.1044958,serverless,1.0,1.0,48.55,False,200,
1787722138.1044958,serverless,1.0,1.0,46.545,False,200,
1787722139.1044958,serverless,1.0,1.0,28.888,False,200,
1787722140.1044958,serverless,1.0,1.0,49.199,False,200,
1787722141.1044958,serverless,1.0,1.0,52.005,False,200,
1787722142.1044958,serverless,1.0,1.0,43.16,False,200,
1787722143.1044958,serverless,1.0,1.0,57.783,False,200,
1787722144.1044958,serverless,1.0,1.0,50.381,False,200,
1787722145.1044958,serverless,1.0,1.0,46.083,False,200,
1787722146.1044958,serverless,1.0,1.0,34.078,False,200,
1787722147.1044958,serverless,1.0,1.0,41.389,False,200,
1787722148.1044958,serverless,1.0,1.0,40.947,False,200,
1787722149.1044958,serverless,1.0,1.0,45.065,False,200,
1787722150.1044958,serverless,1.0,1.0,48.341,False,200,
1787722151.1044958,serverless,1.0,1.0,1086.397,True,200,
1787722152.1044958,serverless,1.0,1.0,54.278,False,200,
1787722153.1044958,serverless,1.0,1.0,42.588,False,200,
1787722154.1044958,serverless,1.0,1.0,1401.07,True,200,
1787722155.1044958,serverless,1.0,1.0,46.277,False,200,
1787722156.1044958,serverless,1.0,1.0,37.883,False,200,
1787722157.1044958,serverless,1.0,1.0,53.547,False,200,
1787722158.1044958,serverless,1.0,1.0,42.576,False,200,
1787722159.1044958,serverless,1.0,1.0,53.47,False,200,
1787722160.1044958,serverless,1.0,1.0,48.096,False,200,
1787722161.1044958,serverless,1.0,1.0,1430.573,True,200,
1787722162.1044958,serverless,1.0,1.0,56.373,False,200,
1787722163.1044958,serverless,1.0,1.0,58.921,False,200,
1787722164.1044958,serverless,1.0,1.0,805.407,True,200,
1787722165.1044958,serverless,1.0,1.0,66.628,False,200,
1787722166.1044958,serverless,1.0,1.0,34.518,False,200,
1787722167.1044958,serverless,1.0,1.0,46.866,False,200,
1787722168.1044958,serverless,1.0,1.0,44.692,False,200,
1787722169.1044958,serverless,1.0,1.0,63.669,False,200,
1787722170.1044958,serverless,1.0,1.0,44.716,False,200,
1787722171.1044958,serverless,1.0,1.0,46.413,False,200,
1787722172.1044958,serverless,1.0,1.0,56.197,False,200,
1787722173.1044958,serverless,1.0,1.0,43.359,False,200,
1787722174.1044958,serverless,1.0,1.0,58.871,False,200,
1787722175.1044958,serverless,1.0,1.0,50.984,False,200,
1787722176.1044958,serverless,1.0,1.0,49.734,False,200,
1787722177.1044958,serverless,1.0,1.0,41.562,False,200,
1787722178.1044958,serverless,1.0,1.0,915.133,True,200,
1787722179.1044958,serverless,1.0,1.0,39.346,False,200,
1787722180.1044958,serverless,1.0,1.0,77.285,False,200,
1787722181.1044958,serverless,1.0,1.0,48.352,False,200,
1787722182.1044958,serverless,1.0,1.0,74.65,False,200,
1787722183.1044958,serverless,1.0,1.0,42.672,False,200,
1787722184.1044958,serverless,1.0,1.0,47.215,False,200,
1787722185.1044958,serverless,1.0,1.0,45.96,False,200,
1787722186.1044958,serverless,1.0,1.0,42.69,False,200,
1787722187.1044958,serverless,1.0,1.0,42.534,False,200,
1787722188.1044958,serverless,1.0,1.0,45.787,False,200,
1787722189.1044958,serverless,1.0,1.0,42.548,False,200,
1787722190.1044958,serverless,1.0,1.0,49.978,False,200,
1787722191.1044958,serverless,1.0,1.0,1561.308,True,200,
1787722192.1044958,serverless,1.0,1.0,35.623,False,200,
1787722193.1044958,serverless,1.0,1.0,1549.243,True,200,
1787722194.1044958,serverless,1.0,1.0,59.102,False,200,
1787722195.1044958,serverless,1.0,1.0,64.228,False,200,
1787722196.1044958,serverless,1.0,1.0,1130.22,True,200,
1787722197.1044958,serverless,1.0,1.0,40.042,False,200,
1787722198.1044958,serverless,1.0,1.0,48.661,False,200,
1787722199.1044958,serverless,1.0,1.0,36.83,False,200,
1787722200.1044958,serverless,1.0,1.0,48.661,False,200,
1787722201.1044958,serverless,1.0,1.0,64.476,False,200,
1787722202.1044958,serverless,1.0,1.0,36.536,False,200,
1787722203.1044958,serverless,1.0,1.0,49.941,False,200,
1787722204.1044958,serverless,1.0,1.0,1541.498,True,200,
1787722205.1044958,serverless,1.0,1.0,1034.089,True,200,
1787722206.1044958,serverless,1.0,1.0,44.89,False,200,
1787722207.1044958,serverless,1.0,1.0,1295.282,True,200,
1787722208.1044958,serverless,1.0,1.0,53.301,False,200,
1787722209.1044958,serverless,1.0,1.0,45.536,False,200,
1787722210.1044958,serverless,1.0,1.0,2169.183,True,200,
1787722211.1044958,serverless,1.0,1.0,70.997,False,200,
1787722212.1044958,serverless,1.0,1.0,38.494,False,200,
1787722213.1044958,serverless,1.0,1.0,57.261,False,200,
1787722214.1044958,serverless,1.0,1.0,1188.382,True,200,
1787722215.1044958,serverless,1.0,1.0,988.816,True,200,
1787722216.1044958,serverless,1.0,1.0,33.276,False,200,
1787722217.1044958,serverless,1.0,1.0,1159.213,True,200,
1787722218.1044958,serverless,1.0,1.0,51.676,False,200,
1787722219.1044958,serverless,1.0,1.0,44.089,False,200,
1787722220.1044958,serverless,1.0,1.0,45.494,False,200,
1787722221.1044958,serverless,1.0,1.0,57.343,False,200,
1787722222.1044958,serverless,1.0,1.0,51.757,False,200,
1787722223.1044958,serverless,1.0,1.0,47.401,False,200,
1787722224.1044958,serverless,1.0,1.0,69.676,False,200,
1787722225.1044958,serverless,1.0,1.0,1508.274,True,200,
1787722226.1044958,serverless,1.0,1.0,59.624,False,200,
1787722227.1044958,serverless,1.0,1.0,45.563,False,200,
1787722228.1044958,serverless,1.0,1.0,41.764,False,200,
1787722229.1044958,serverless,1.0,1.0,43.524,False,200,
1787722230.1044958,serverless,1.0,1.0,42.843,False,200,
1787722231.1044958,serverless,1.0,1.0,40.466,False,200,
1787722232.1044958,serverless,1.0,1.0,53.856,False,200,
1787722233.1044958,serverless,1.0,1.0,42.791,False,200,
1787722234.1044958,serverless,1.0,1.0,37.17,False,200,
1787722235.1044958,serverless,1.0,1.0,55.725,False,200,
1787722236.1044958,serverless,1.0,1.0,48.682,False,200,
1787722237.1044958,serverless,1.0,1.0,37.903,False,200,
1787722238.1044958,serverless,1.0,1.0,65.761,False,200,
1787722239.1044958,serverless,1.0,1.0,43.699,False,200,
1787722240.1044958,serverless,1.0,1.0,62.169,False,200,
1787722241.1044958,serverless,1.0,1.0,60.909,False,200,
1787722242.1044958,serverless,1.0,1.0,50.869,False,200,
1787722243.1044958,serverless,1.0,1.0,64.684,False,200,
1787722244.1044958,serverless,1.0,1.0,1209.565,True,200,
1787722245.1044958,serverless,1.0,1.0,41.576,False,200,
