timestamp,deployment_mode,rps_target,rps_actual,latency_ms,is_cold_start,status_code,error
1787722067.079418,serverless,0.017,0.017,47.422,False,200,
1787722125.9029474,serverless,0.017,0.017,54.545,False,200,
1787722184.7264767,serverless,0.017,0.017,64.933,False,200,
1787722243.5500062,serverless,0.017,0.017,48.73,False,200,
1787722302.3735356,serverless,0.017,0.017,49.103,False,200,
1787722067.102218,serverless,0.1,0.1,43.589,False,200,
1787722077.102218,serverless,0.1,0.1,50.391,False,200,
1787722087.102218,serverless,0.1,0.1,55.712,False,200,
1787722097.102218,serverless,0.1,0.1,40.21,False,200,
1787722107.102218,serverless,0.1,0.1,38.011,False,200,
1787722117.102218,serverless,0.1,0.1,51.058,False,200,
1787722127.102218,serverless,0.1,0.1,39.891,False,200,
1787722137.102218,serverless,0.1,0.1,37.485,False,200,
1787722147.102218,serverless,0.1,0.1,55.837,False,200,
1787722157.102218,serverless,0.1,0.1,71.932,False,200,
1787722167.102218,serverless,0.1,0.1,49.643,False,200,
1787722177.102218,serverless,0.1,0.1,43.429,False,200,
1787722187.102218,serverless,0.1,0.1,47.227,False,200,
1787722197.102218,serverless,0.1,0.1,40.617,False,200,
1787722207.102218,serverless,0.1,0.1,50.942,False,200,
1787722217.102218,serverless,0.1,0.1,57.719,False,200,
1787722227.102218,serverless,0.1,0.1,55.788,False,200,
1787722237.102218,serverless,0.1,0.1,43.692,False,200,
1787722247.102218,serverless,0.1,0.1,34.192,False,200,
1787722257.102218,serverless,0.1,0.1,1433.944,True,200,
1787722267.102218,serverless,0.1,0.1,47.126,False,200,
1787722277.102218,serverless,0.1,0.1,1074.723,True,200,
1787722287.102218,serverless,0.1,0.1,1056.957,True,200,
1787722297.102218,serverless,0.1,0.1,48.314,False,200,
1787722307.102218,serverless,0.1,0.1,70.662,False,200,
1787722317.102218,serverless,0.1,0.1,61.558,False,200,
1787722327.102218,serverless,0.1,0.1,2303.366,True,200,
1787722337.102218,serverless,0.1,0.1,45.836,False,200,
1787722347.102218,serverless,0.1,0.1,1425.387,True,200,
1787722357.102218,serverless,0.1,0.1,44.498,False,200,
1787722067.1031685,serverless,0.5,0.5,47.231,False,200,
1787722069.1031685,serverless,0.5,0.5,67.654,False,200,
1787722071.1031685,serverless,0.5,0.5,41.468,False,200,
1787722073.1031685,serverless,0.5,0.5,55.806,False,200,
1787722075.1031685,serverless,0.5,0.5,70.559,False,200,
1787722077.1031685,serverless,0.5,0.5,42.848,False,200,
1787722079.1031685,serverless,0.5,0.5,52.123,False,200,
1787722081.1031685,serverless,0.5,0.5,26.636,False,200,
1787722083.1031685,serverless,0.5,0.5,46.227,False,200,
1787722085.1031685,serverless,0.5,0.5,55.465,False,200,
1787722087.1031685,serverless,0.5,0.5,44.394,False,200,
1787722089.1031685,serverless,0.5,0.5,1794.752,True,200,
1787722091.1031685,serverless,0.5,0.5,51.948,False,200,
1787722093.1031685,serverless,0.5,0.5,28.74,False,200,
1787722095.1031685,serverless,0.5,0.5,47.221,False,200,
1787722097.1031685,serverless,0.5,0.5,44.592,False,200,
1787722099.1031685,serverless,0.5,0.5,24.356,False,200,
1787722101.1031685,serverless,0.5,0.5,59.484,False,200,
1787722103.1031685,serverless,0.5,0.5,44.987,False,200,
1787722105.1031685,serverless,0.5,0.5,55.068,False,200,
1787722107.1031685,serverless,0.5,0.5,61.841,False,200,
1787722109.1031685,serverless,0.5,0.5,1343.927,True,200,
1787722111.1031685,serverless,0.5,0.5,49.888,False,200,
1787722113.1031685,serverless,0.5,0.5,55.632,False,200,
1787722115.1031685,serverless,0.5,0.5,57.536,False,200,
1787722117.1031685,serverless,0.5,0.5,51.069,False,200,
1787722119.1031685,serverless,0.5,0.5,1125.542,True,200,
1787722121.1031685,serverless,0.5,0.5,44.233,False,200,
1787722123.1031685,serverless,0.5,0.5,46.046,False,200,
1787722125.1031685,serverless,0.5,0.5,60.232,False,200,
1787722127.1031685,serverless,0.5,0.5,46.478,False,200,
1787722129.1031685,serverless,0.5,0.5,45.261,False,200,
1787722131.1031685,serverless,0.5,0.5,62.952,False,200,
1787722133.1031685,serverless,0.5,0.5,2045.594,True,200,
1787722135.1031685,serverless,0.5,0.5,46.159,False,200,
1787722137.1031685,serverless,0.5,0.5,49.507,False,200,
