timestamp,deployment_mode,rps_target,rps_actual,latency_ms,is_cold_start,status_code,error
1787722067.3074653,container,0.5,0.5,30.917,False,200,
1787722069.3074653,container,0.5,0.5,27.522,False,200,
1787722071.3074653,container,0.5,0.5,28.082,False,200,
1787722073.3074653,container,0.5,0.5,35.1,False,200,
1787722075.3074653,container,0.5,0.5,25.051,False,200,
1787722077.3074653,container,0.5,0.5,25.636,False,200,
1787722079.3074653,container,0.5,0.5,25.272,False,200,
1787722081.3074653,container,0.5,0.5,29.628,False,200,
1787722083.3074653,container,0.5,0.5,28.582,False,200,
1787722085.3074653,container,0.5,0.5,28.488,False,200,
1787722087.3074653,container,0.5,0.5,33.255,False,200,
1787722089.3074653,container,0.5,0.5,29.304,False,200,
1787722091.3074653,container,0.5,0.5,24.397,False,200,
1787722093.3074653,container,0.5,0.5,30.407,False,200,
1787722095.3074653,container,0.5,0.5,24.448,False,200,
1787722097.3074653,container,0.5,0.5,29.064,False,200,
1787722099.3074653,container,0.5,0.5,27.063,False,200,
1787722101.3074653,container,0.5,0.5,30.902,False,200,
1787722103.3074653,container,0.5,0.5,31.503,False,200,
1787722105.3074653,container,0.5,0.5,33.367,False,200,
1787722107.3074653,container,0.5,0.5,28.355,False,200,
1787722109.3074653,container,0.5,0.5,26.441,False,200,
1787722111.3074653,container,0.5,0.5,27.08,False,200,
1787722113.3074653,container,0.5,0.5,31.089,False,200,
1787722115.3074653,container,0.5,0.5,28.035,False,200,
1787722117.3074653,container,0.5,0.5,27.939,False,200,
1787722119.3074653,container,0.5,0.5,25.534,False,200,
1787722121.3074653,container,0.5,0.5,32.337,False,200,
1787722123.3074653,container,0.5,0.5,42.487,False,200,
1787722125.3074653,container,0.5,0.5,44.18,False,200,
1787722127.3074653,container,0.5,0.5,33.428,False,200,
1787722129.3074653,container,0.5,0.5,32.082,False,200,
1787722131.3074653,container,0.5,0.5,25.861,False,200,
1787722133.3074653,container,0.5,0.5,37.002,False,200,
1787722135.3074653,container,0.5,0.5,25.283,False,200,
1787722137.3074653,container,0.5,0.5,38.785,False,200,
1787722139.3074653,container,0.5,0.5,36.429,False,200,
1787722141.3074653,container,0.5,0.5,24.981,False,200,
1787722143.3074653,container,0.5,0.5,26.143,False,200,
1787722145.3074653,container,0.5,0.5,29.53,False,200,
1787722147.3074653,container,0.5,0.5,27.101,False,200,
1787722149.3074653,container,0.5,0.5,32.722,False,200,
1787722151.3074653,container,0.5,0.5,29.26,False,200,
1787722153.3074653,container,0.5,0.5,31.784,False,200,
1787722155.3074653,container,0.5,0.5,28.444,False,200,
1787722157.3074653,container,0.5,0.5,29.667,False,200,
1787722159.3074653,container,0.5,0.5,31.618,False,200,
1787722161.3074653,container,0.5,0.5,28.533,False,200,
1787722163.3074653,container,0.5,0.5,27.728,False,200,
1787722165.3074653,container,0.5,0.5,23.199,False,200,
1787722167.3074653,container,0.5,0.5,26.487,False,200,
1787722169.3074653,container,0.5,0.5,29.094,False,200,
1787722171.3074653,container,0.5,0.5,27.447,False,200,
1787722173.3074653,container,0.5,0.5,29.737,False,200,
1787722175.3074653,container,0.5,0.5,30.241,False,200,
1787722177.3074653,container,0.5,0.5,32.354,False,200,
1787722179.3074653,container,0.5,0.5,34.014,False,200,
1787722181.3074653,container,0.5,0.5,31.095,False,200,
1787722183.3074653,container,0.5,0.5,37.973,False,200,
1787722185.3074653,container,0.5,0.5,37.514,False,200,
1787722187.3074653,container,0.5,0.5,29.23,False,200,
