timestamp,deployment_mode,rps_target,rps_actual,latency_ms,is_cold_start,status_code,error
1787722067.316948,container,10.0,10.0,29.38,False,200,
1787722067.4169478,container,10.0,10.0,34.611,False,200,
1787722067.516948,container,10.0,10.0,31.211,False,200,
1787722067.616948,container,10.0,10.0,31.809,False,200,
1787722067.716948,container,10.0,10.0,27.891,False,200,
1787722067.816948,container,10.0,10.0,26.833,False,200,
1787722067.9169478,container,10.0,10.0,37.22,False,200,
1787722068.016948,container,10.0,10.0,34.795,False,200,
1787722068.116948,container,10.0,10.0,25.138,False,200,
1787722068.216948,container,10.0,10.0,35.085,False,200,
1787722068.316948,container,10.0,10.0,27.866,False,200,
1787722068.4169478,container,10.0,10.0,25.771,False,200,
1787722068.516948,container,10.0,10.0,21.942,False,200,
1787722068.616948,container,10.0,10.0,36.307,False,200,
1787722068.716948,container,10.0,10.0,28.196,False,200,
1787722068.816948,container,10.0,10.0,27.622,False,200,
1787722068.9169478,container,10.0,10.0,35.735,False,200,
1787722069.016948,container,10.0,10.0,22.811,False,200,
1787722069.116948,container,10.0,10.0,28.0,False,200,
1787722069.216948,container,10.0,10.0,30.655,False,200,
1787722069.316948,container,10.0,10.0,26.784,False,200,
1787722069.4169478,container,10.0,10.0,32.205,False,200,
1787722069.516948,container,10.0,10.0,20.558,False,200,
1787722069.616948,container,10.0,10.0,25.608,False,200,
1787722069.716948,container,10.0,10.0,32.281,False,200,
1787722069.816948,container,10.0,10.0,25.349,False,200,
1787722069.9169478,container,10.0,10.0,38.199,False,200,
1787722070.016948,container,10.0,10.0,26.524,False,200,
1787722070.116948,container,10.0,10.0,24.937,False,200,
1787722070.216948,container,10.0,10.0,26.756,False,200,
1787722070.316948,container,10.0,10.0,21.292,False,200,
1787722070.4169478,container,10.0,10.0,23.3,False,200,
1787722070.516948,container,10.0,10.0,27.011,False,200,
1787722070.616948,container,10.0,10.0,30.16,False,200,
1787722070.716948,container,10.0,10.0,32.233,False,200,
1787722070.816948,container,10.0,10.0,30.42,False,200,
1787722070.9169478,container,10.0,10.0,29.593,False,200,
1787722071.016948,container,10.0,10.0,23.213,False,200,
1787722071.116948,container,10.0,10.0,27.965,False,200,
1787722071.216948,container,10.0,10.0,29.79,False,200,
1787722071.316948,container,10.0,10.0,32.044,False,200,
1787722071.4169478,container,10.0,10.0,28.049,False,200,
1787722071.516948,container,10.0,10.0,31.237,False,200,
1787722071.616948,container,10.0,10.0,27.941,False,200,
1787722071.716948,container,10.0,10.0,31.631,False,200,
1787722071.816948,container,10.0,10.0,30.89,False,200,
1787722071.9169478,container,10.0,10.0,29.024,False,200,
1787722072.016948,container,10.0,10.0,32.754,False,200,
1787722072.116948,container,10.0,10.0,34.039,False,200,
1787722072.216948,container,10.0,10.0,25.035,False,200,
1787722072.316948,container,10.0,10.0,36.121,False,200,
1787722072.4169478,container,10.0,10.0,29.945,False,200,
1787722072.516948,container,10.0,10.0,38.817,False,200,
1787722072.616948,container,10.0,10.0,38.279,False,200,
1787722072.716948,container,10.0,10.0,33.695,False,200,
1787722072.816948,container,10.0,10.0,35.968,False,200,
1787722072.9169478,container,10.0,10.0,29.984,False,200,
1787722073.016948,container,10.0,10.0,30.166,False,200,
1787722073.116948,container,10.0,10.0,24.602,False,200,
1787722073.216948,container,10.0,10.0,29.374,False,200,
1787722073.316948,container,10.0,10.0,29.804,False,200,
1787722073.4169478,container,10.0,10.0,37.577,False,200,
1787722073.516948,container,10.0,10.0,38.813,False,200,
1787722073.616948,container,10.0,10.0,24.754,False,200,
1787722073.716948,container,10.0,10.0,31.098,False,200,
1787722073.816948,container,10.0,10.0,37.716,False,200,
1787722073.9169478,container,10.0,10.0,25.951,False,200,
1787722074.016948,container,10.0,10.0,31.645,False,200,
1787722074.116948,container,10.0,10.0,32.743,False,200,
1787722074.216948,container,10.0,10.0,24.827,False,200,
1787722074.316948,container,10.0,10.0,39.22,False,200,
1787722074.4169478,container,10.0,10.0,30.905,False,200,
1787722074.516948,container,10.0,10.0,31.511,False,200,
1787722074.616948,container,10.0,10.0,30.332,False,200,
1787722074.716948,container,10.0,10.0,36.268,False,200,
1787722074.816948,container,10.0,10.0,29.03,False,200,
1787722074.9169478,container,10.0,10.0,29.065,False,200,
